Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
Advait Infratech,543230,,Construction,1907.05,88.97,1946.65,0.0,7.23,106.57,59.73,46.18,37.86,0.81,9.32,103.46,21.45,-53.34,50.32,26.49,317.61,543230.0,https://www.screener.in/company/543230/consolidated/
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,46.3,37.93,28.83,0.0,0.05,-60.87,0.0,-100.0,4.63,1.53,,-100.0,0.34,-24.54,21.19,1.09,83.24,521048.0,https://www.screener.in/company/521048/consolidated/
Advance Meter.,534612,,Electric Equipment,36.99,,59.41,0.0,-2.87,16.57,2.79,-40.89,-0.96,0.13,3.6,-10.36,-1.25,179.63,15.89,0.6,-5.83,534612.0,https://www.screener.in/company/534612/consolidated/
Advance Petroch.,506947,,Chemicals,200.45,82.0,18.04,0.0,0.23,156.1,10.99,37.89,10.17,2.4,0.51,-5.12,2.44,5.88,13.95,4.82,46.26,506947.0,https://www.screener.in/company/506947/consolidated/
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,6.32,,7.01,0.0,-0.52,65.85,0.0,-100.0,-3.39,5.46,15.24,-97.04,-5.96,-610.17,-50.24,1.17,7.45,539982.0,https://www.screener.in/company/539982/consolidated/
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,415.65,32.3,4645.28,1.23,29.87,8.23,157.82,13.78,15.16,0.04,7.45,15.39,11.92,45.43,18.75,3.51,44.41,ADVENZYMES,https://www.screener.in/company/ADVENZYMES/consolidated/
Advani Hotels.,523269,ADVANIHOTR,Hotels,73.0,26.99,673.58,3.29,10.59,-3.11,32.57,7.0,48.61,0.02,6.39,6.87,2.7,74.89,17.5,9.39,27.41,ADVANIHOTR,https://www.screener.in/company/ADVANIHOTR/consolidated/
Advik Capital,539773,,Finance & Investments,2.72,14.58,116.46,0.0,2.35,267.19,227.79,49.17,10.11,0.7,0.13,41.27,0.19,-285.84,10.03,1.03,-2.2,539773.0,https://www.screener.in/company/539773/consolidated/
Aegis Logistics,500003,AEGISLOG,Trading,739.0,44.33,25930.09,0.88,158.06,13.54,1601.34,-23.76,14.74,0.68,3.96,-22.91,16.66,4.13,23.22,6.66,-149.44,AEGISLOG,https://www.screener.in/company/AEGISLOG/consolidated/
Aelea,544213,,Food - Processing - Indian,168.0,27.93,342.19,0.0,,,,,24.89,0.89,2.4,30.67,8.15,-40.82,18.54,,-94.24,544213.0,https://www.screener.in/company/544213/consolidated/
Aeonx Digital,524594,,Trading,126.8,30.7,58.33,0.79,2.75,-13.71,10.08,29.73,6.61,0.02,1.7,23.77,5.93,-10.49,12.07,1.22,804.5,524594.0,https://www.screener.in/company/524594/consolidated/
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,153.0,45.82,1978.74,0.16,12.38,13.06,88.28,6.48,26.48,0.0,6.12,12.62,3.33,10.25,27.61,6.75,-851.53,AEROFLEX,https://www.screener.in/company/AEROFLEX/consolidated/
Aerpace Indus,534733,,Trading,43.99,,601.23,0.0,,,,,,,,,-0.1,323.29,,,,534733.0,https://www.screener.in/company/534733/consolidated/
Aether Industri.,543534,AETHER,Chemicals,875.1,117.26,11587.32,0.0,30.25,7.75,180.02,11.74,7.85,0.07,18.85,-5.76,6.65,-212.73,60.81,5.61,-30.77,AETHER,https://www.screener.in/company/AETHER/consolidated/
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1440.5,63.65,20218.81,0.0,86.59,30.86,519.5,27.77,16.25,0.07,10.34,30.99,22.91,38.34,41.77,8.09,113.99,AFFLE,https://www.screener.in/company/AFFLE/consolidated/
Affordable Robo.,541402,,Engineering,521.0,96.53,585.93,0.0,11.06,,107.42,,12.65,0.44,3.9,34.22,5.4,-33.19,48.94,5.55,433.74,541402.0,https://www.screener.in/company/541402/consolidated/
AFLOAT Enterpris,543377,,Trading,12.5,189.84,5.7,0.0,-0.1,,0.0,,1.57,0.0,3.02,-49.47,0.07,-487.5,63.11,1.11,-8.88,543377.0,https://www.screener.in/company/543377/consolidated/
Agarwal Float,,AGARWALFT,Trading,95.35,363.53,69.07,0.0,-0.68,,36.74,,5.99,0.86,0.88,63.75,0.26,-64.83,52.29,4.47,-16.25,AGARWALFT,https://www.screener.in/company/AGARWALFT/consolidated/
Agarwal Fortune,530765,,Trading,22.0,77.22,7.72,0.0,0.01,112.5,1.83,-31.46,19.23,0.26,1.05,50.0,0.28,-120.0,78.0,16.43,-52.0,530765.0,https://www.screener.in/company/530765/consolidated/
Agarwal Indl.,531921,AGARIND,Petrochemicals,1132.05,15.53,1695.8,0.22,38.01,34.31,776.44,17.72,20.63,0.71,0.8,5.47,73.02,-106.68,11.21,3.32,211.26,AGARIND,https://www.screener.in/company/AGARIND/consolidated/
AGI Greenpac,500187,AGI,Packaging,771.45,19.87,4989.13,0.78,63.23,-0.41,566.33,1.41,17.91,0.34,2.05,4.76,38.81,74.74,8.82,2.75,21.54,AGI,https://www.screener.in/company/AGI/consolidated/
AGI Infra,539042,AGIIL,Construction,825.25,19.29,1004.72,0.12,9.34,-29.88,79.83,20.3,25.0,0.61,3.44,21.81,42.64,37.8,12.32,4.48,12.41,AGIIL,https://www.screener.in/company/AGIIL/consolidated/
Agio Paper,516020,,Paper,5.45,,8.79,0.0,-0.18,45.45,0.18,,-0.9,4.55,29.3,,-0.67,93.33,-319.71,2.92,-43.04,516020.0,https://www.screener.in/company/516020/consolidated/
Agni Green,,AGNI,Electric Equipment,43.15,221.83,84.3,0.0,0.27,,21.01,,5.48,0.29,2.39,60.17,0.19,-15.45,38.33,2.73,-65.6,AGNI,https://www.screener.in/company/AGNI/consolidated/
Agri-Tech India,537292,AGRITECH,Miscellaneous,223.15,13.59,132.37,0.0,1.4,766.67,0.0,,9.69,0.0,827.31,-30.43,16.4,-106.26,13.5,1.31,-127.9,AGRITECH,https://www.screener.in/company/AGRITECH/consolidated/
Agro Phos India,,AGROPHOS,Fertilizers,42.93,,87.04,0.0,-2.67,-1012.5,4.96,-80.86,-4.87,0.61,0.81,-18.23,-2.59,-39.52,-56.4,1.86,-10.57,AGROPHOS,https://www.screener.in/company/AGROPHOS/consolidated/
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,857.0,465.57,2081.09,0.35,0.2,-95.59,180.64,-3.58,2.66,0.08,2.76,-11.49,2.49,315.46,71.64,4.18,-111.7,ATFL,https://www.screener.in/company/ATFL/consolidated/
AGS Transact,543451,AGSTRA,Computers - Hardware,80.27,,978.2,0.0,13.85,2064.06,339.79,-8.45,1.34,2.43,0.68,-11.43,-5.49,738.57,7.94,2.12,14.04,AGSTRA,https://www.screener.in/company/AGSTRA/consolidated/
Ahasolar Technol,543941,,Trading,410.7,3164.8,126.59,0.0,0.81,,29.16,,1.51,0.0,3.01,101.44,0.13,-4766.67,339.89,8.05,-169.94,543941.0,https://www.screener.in/company/543941/consolidated/
Ahimsa Industrie,,AHIMSA,Plastics Products,28.95,,15.85,0.0,-0.65,,8.06,,-4.17,0.17,1.09,-28.11,-1.7,-168.57,296.17,1.24,19.11,AHIMSA,https://www.screener.in/company/AHIMSA/consolidated/
Ahlada Engineers,,AHLADA,Steel - Medium / Small,106.53,10.08,137.65,1.31,6.56,108.92,109.74,121.52,14.64,0.31,0.53,64.06,10.56,-15.82,4.84,1.0,45.43,AHLADA,https://www.screener.in/company/AHLADA/consolidated/
Ahluwalia Contr.,532811,AHLUCONT,Construction,1284.85,37.09,8609.12,0.03,199.8,-19.82,1163.66,34.83,23.91,0.07,2.23,35.83,55.96,40.44,18.69,5.38,40.09,AHLUCONT,https://www.screener.in/company/AHLUCONT/consolidated/
Ahm. Steelcraft,522273,,Trading,168.65,,68.98,0.0,-1.25,-1350.0,0.02,-96.61,-10.69,0.0,89.58,-65.16,-5.6,-179.77,-26.16,2.99,-34.1,522273.0,https://www.screener.in/company/522273/consolidated/
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,52.0,,159.92,0.0,-41.06,-297.36,9.17,-44.59,-40.04,1.01,3.61,-9.12,-12.86,75.37,-5.46,3.9,3.79,532806.0,https://www.screener.in/company/532806/consolidated/
AIA Engineering,532683,AIAENG,Castings & Forgings,4397.8,36.55,41504.66,0.37,260.48,-2.68,1150.22,-9.69,22.75,0.07,8.55,-1.12,120.39,45.71,25.62,6.23,61.32,AIAENG,https://www.screener.in/company/AIAENG/consolidated/
Aik Pipes & Poly,544072,,Plastics Products,160.0,29.86,101.81,0.0,1.6,,15.99,,22.99,0.23,2.73,22.28,5.36,-273.23,22.79,4.64,-42.91,544072.0,https://www.screener.in/company/544072/consolidated/
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,97.3,,93.24,1.03,-3.83,19.37,36.74,-11.62,-18.79,0.53,0.45,0.59,-10.49,-1.4,-16.86,2.66,-6.19,524288.0,https://www.screener.in/company/524288/consolidated/
Aimtron,,AIMTRON,Electronics - Components,486.9,73.08,993.95,0.0,6.57,,49.91,,39.38,0.28,10.69,29.9,9.06,13.52,41.2,,-97.99,AIMTRON,https://www.screener.in/company/AIMTRON/consolidated/
Aion-Tech Soluti,531439,GOLDTECH,Computers - Software - Medium / Small,125.3,,432.44,0.0,-0.74,-2.78,23.22,-12.01,-0.78,0.23,4.64,0.34,-0.63,195.24,395.87,6.46,-25.3,GOLDTECH,https://www.screener.in/company/GOLDTECH/consolidated/
Airan,543811,AIRAN,Computers - Software - Medium / Small,27.65,27.54,345.68,0.0,4.8,65.71,29.74,15.72,13.09,0.01,3.28,8.33,1.0,-50.06,14.95,2.75,243.48,AIRAN,https://www.screener.in/company/AIRAN/consolidated/
Airo Lam,,AIROLAM,Miscellaneous,120.65,22.88,181.0,0.0,2.25,-14.77,51.67,6.23,12.95,1.09,0.87,7.15,5.27,-72.8,11.87,2.5,37.77,AIROLAM,https://www.screener.in/company/AIROLAM/consolidated/
Ajanta Pharma,532331,AJANTPHARM,Pharmaceuticals - Indian - Formulations,2819.45,41.57,35491.81,1.28,245.77,18.09,1144.92,12.13,31.6,0.01,8.19,13.63,67.81,55.02,27.01,9.95,57.24,AJANTPHARM,https://www.screener.in/company/AJANTPHARM/consolidated/
Ajanta Soya,519216,,Miscellaneous,30.09,60.09,242.17,0.0,2.69,847.22,240.03,-13.55,7.27,0.0,0.24,-17.31,0.5,179.83,17.53,1.85,-14.58,519216.0,https://www.screener.in/company/519216/consolidated/
Ajcon Global,511692,,Finance & Investments,40.51,19.83,24.79,0.0,0.1,141.67,3.67,57.51,7.06,0.44,1.54,86.86,2.04,-9.5,11.89,1.08,-28.31,511692.0,https://www.screener.in/company/511692/consolidated/
Ajel,530713,,Computers - Software - Converts,21.73,,25.31,0.0,-0.79,-1216.67,3.52,115.95,-0.55,0.36,1.82,147.25,-0.64,60.13,-19.84,1.68,-101.2,530713.0,https://www.screener.in/company/530713/consolidated/
Ajmera Realty,513349,AJMERA,Construction,684.0,23.74,2440.76,0.59,29.47,94.52,231.8,102.89,11.72,0.93,3.49,62.37,28.97,104.71,14.98,2.8,23.93,AJMERA,https://www.screener.in/company/AJMERA/consolidated/
Ajooni Biotech,,AJOONI,Food - Processing - Indian,7.29,58.13,125.56,0.0,0.91,68.52,19.58,-52.54,7.76,0.05,1.57,7.56,0.12,-267.42,28.74,2.99,-15.08,AJOONI,https://www.screener.in/company/AJOONI/consolidated/
Ajwa Fun World,526628,,Recreation / Amusement Parks,37.45,217.55,23.93,0.0,-0.09,-280.0,0.52,-33.33,12.15,,9.17,-4.74,0.17,-76.67,58.52,,6.88,526628.0,https://www.screener.in/company/526628/consolidated/
Akanksha Power,,AKANKSHA,Electric Equipment,116.15,80.56,215.09,0.0,,,,,,,3.8,22.65,1.44,-454.52,,,,AKANKSHA,https://www.screener.in/company/AKANKSHA/consolidated/
Akar Auto Indust,530621,,Auto Ancillaries,105.3,20.69,113.6,0.47,0.96,-65.59,94.62,-6.94,17.71,1.76,0.3,2.14,5.09,-38.18,7.8,2.55,11.44,530621.0,https://www.screener.in/company/530621/consolidated/
Akash InfraProj.,,AKASH,Construction,35.23,258.31,59.41,0.0,3.14,31300.0,15.23,14.6,2.97,1.08,1.0,-3.56,0.14,-524.31,25.22,0.71,-4.27,AKASH,https://www.screener.in/company/AKASH/consolidated/
AKG Exim,,AKG,Trading,21.07,43.48,66.96,0.0,0.27,-72.16,46.3,-20.45,4.95,0.27,0.36,-16.94,0.51,-152.48,22.79,1.27,-4.21,AKG,https://www.screener.in/company/AKG/consolidated/
AKI India,542020,AKI,Leather / Leather Products,23.63,149.08,202.76,0.0,0.57,147.83,18.06,24.38,6.0,0.3,3.13,16.96,0.16,-616.12,39.77,3.94,157.64,AKI,https://www.screener.in/company/AKI/consolidated/
Akiko,,AKIKO,Finance & Investments,67.3,16.0,72.48,0.0,,,,,149.45,0.17,1.83,192.61,1132.5,3.74,11.42,,-2414.33,AKIKO,https://www.screener.in/company/AKIKO/consolidated/
Akme Fintrade,544200,AFIL,Finance & Investments,107.03,24.56,455.19,0.0,8.61,186.05,21.33,29.82,12.84,0.92,6.19,5.63,5.85,-85.85,12.36,,62.45,AFIL,https://www.screener.in/company/AFIL/consolidated/
Aksh Optifibre,532351,AKSHOPTFBR,Cables - Telephone,8.58,,138.97,0.0,-60.37,55.36,50.29,-36.8,-33.34,2.53,0.63,-23.07,-4.38,-38.63,-4.82,3.45,5.23,AKSHOPTFBR,https://www.screener.in/company/AKSHOPTFBR/consolidated/
Akshar Spintex,541303,AKSHAR,Textiles - Cotton/Blended,2.32,21.73,69.31,0.36,0.63,-30.0,37.02,-3.72,10.46,0.43,0.4,38.1,0.11,2.56,8.29,1.59,9.19,AKSHAR,https://www.screener.in/company/AKSHAR/consolidated/
AksharChem (I),524598,AKSHARCHEM,Dyes And Pigments,331.95,,266.26,0.15,1.15,121.38,85.91,19.85,-3.85,0.2,0.84,8.37,-15.11,464.94,35.57,1.03,10.72,AKSHARCHEM,https://www.screener.in/company/AKSHARCHEM/consolidated/
Akzo Nobel,500710,AKZOINDIA,Paints / Varnishes,3075.1,32.49,14015.57,2.44,114.6,4.28,1036.3,3.71,42.29,0.05,3.51,3.5,94.73,62.12,20.04,10.54,35.51,AKZOINDIA,https://www.screener.in/company/AKZOINDIA/consolidated/
Alacrity Sec.,535916,,Finance & Investments,100.05,21.11,241.72,0.0,3.88,-156.36,216.28,155.51,53.3,0.04,0.71,64.15,5.43,1.86,13.62,5.85,252.2,535916.0,https://www.screener.in/company/535916/consolidated/
Alan Scott Inds.,539115,,Textiles - Products,66.31,,24.08,0.0,-1.12,-126.5,4.26,249.18,-32.11,2.55,2.09,120.31,-8.65,183.6,-335.0,7.3,-4.98,539115.0,https://www.screener.in/company/539115/consolidated/
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,24.47,27.56,663.28,0.0,7.53,56.45,61.93,27.38,10.72,0.16,2.66,-23.63,0.97,-3.1,16.27,2.4,-8.35,ALANKIT,https://www.screener.in/company/ALANKIT/consolidated/
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1210.2,9.13,688.08,0.95,12.91,246.11,89.06,9.38,27.79,0.01,1.9,6.07,132.15,35.44,6.32,1.81,116.04,ALBERTDAVD,https://www.screener.in/company/ALBERTDAVD/consolidated/
Alchemist Corp.,531409,,Trading,11.65,81.65,5.72,0.0,0.24,366.67,0.0,,1.19,0.04,,,0.14,-10.53,33.21,0.36,31.55,531409.0,https://www.screener.in/company/531409/consolidated/
Alembic,506235,ALEMBICLTD,Construction,139.65,13.4,3587.18,1.72,72.15,22.58,49.04,32.11,4.81,0.0,22.78,23.77,10.46,-32.41,32.48,1.64,254.7,ALEMBICLTD,https://www.screener.in/company/ALEMBICLTD/consolidated/
Alembic Pharma,533573,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1200.15,38.49,23588.63,0.92,178.21,16.78,1516.98,7.86,13.14,0.11,3.79,10.19,31.33,71.17,25.04,4.9,84.9,APLLTD,https://www.screener.in/company/APLLTD/consolidated/
Alexander Stamps,511463,,Trading,15.1,,14.06,0.0,-0.08,-900.0,0.13,-13.33,-0.59,0.0,39.06,-34.55,-0.11,20.0,-200.86,0.84,-281.2,511463.0,https://www.screener.in/company/511463/consolidated/
Alfa Ica (I),530973,,Miscellaneous,72.0,17.31,29.09,0.0,0.6,53.85,18.39,32.97,10.64,0.64,0.42,5.96,4.16,72.15,8.95,1.34,10.68,530973.0,https://www.screener.in/company/530973/consolidated/
Alfa Transformer,517546,,Electric Equipment,92.38,11.08,84.53,0.0,0.12,-40.0,11.35,56.77,11.5,0.42,1.67,75.62,8.34,-13.96,21.92,3.84,-37.9,517546.0,https://www.screener.in/company/517546/consolidated/
Alfavision Overs,531156,,Miscellaneous,17.1,192.53,53.91,0.0,0.1,109.43,0.11,118.97,0.56,3.23,17.22,-89.84,0.09,-1002.06,187.51,1.28,139.26,531156.0,https://www.screener.in/company/531156/consolidated/
Alfred Herbert,505216,,Finance & Investments,1478.0,169.86,113.81,0.24,0.02,-97.44,0.41,-6.82,0.5,0.0,63.58,-35.14,8.69,-435.71,154.11,0.95,-26.72,505216.0,https://www.screener.in/company/505216/consolidated/
Algoquant Fin,505725,,Finance & Investments,1190.0,97.58,956.29,0.0,4.76,178.16,21.28,7500.0,22.11,0.54,14.9,376.75,12.38,-35.58,61.61,21.61,-25.72,505725.0,https://www.screener.in/company/505725/consolidated/
Alicon Cast.,531147,ALICON,Castings & Forgings,1278.7,33.84,2073.53,0.49,20.54,111.75,419.3,31.34,14.52,0.6,1.33,11.29,38.03,39.23,12.02,3.71,479.68,ALICON,https://www.screener.in/company/ALICON/consolidated/
Alkali Metals,533029,ALKALI,Chemicals,123.3,,124.77,1.62,-3.32,-3118.18,14.67,-13.96,5.99,0.44,1.55,-3.58,-2.26,433.96,26.22,2.45,18.31,ALKALI,https://www.screener.in/company/ALKALI/consolidated/
Alkem Lab,539523,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,5306.0,33.47,63382.54,0.75,304.48,201.04,2935.82,1.14,19.68,0.14,5.0,9.21,150.19,77.92,24.7,6.15,43.52,ALKEM,https://www.screener.in/company/ALKEM/consolidated/
Alkosign,543453,,Printing & Stationery,122.0,112.54,87.78,0.0,-5.02,,14.43,,7.19,0.47,2.46,66.93,1.08,-102.56,19.85,3.0,-13.41,543453.0,https://www.screener.in/company/543453/consolidated/
Alkyl Amines,506767,ALKYLAMINE,Chemicals,2079.4,71.82,10627.46,0.48,48.87,-1.81,399.69,-2.46,16.46,0.0,7.43,-11.66,28.95,74.33,39.24,8.39,-194.09,ALKYLAMINE,https://www.screener.in/company/ALKYLAMINE/consolidated/
All E Tech,,ALLETEC,Computers - Software - Medium / Small,347.45,32.17,701.64,0.29,6.17,52.35,33.13,22.57,23.85,0.0,5.73,32.85,10.8,50.86,19.5,5.9,53.16,ALLETEC,https://www.screener.in/company/ALLETEC/consolidated/
Allcargo Gati,532345,ACLGATI,Trading,95.19,,1398.87,0.0,-2.17,55.3,408.24,-4.21,-0.5,0.61,0.83,-2.23,1.19,-916.42,24.17,1.95,61.46,ACLGATI,https://www.screener.in/company/ACLGATI/consolidated/
Allcargo Logist.,532749,ALLCARGO,Miscellaneous,61.37,46.8,6034.16,1.33,-12.47,-110.91,3398.33,0.1,3.15,0.73,0.46,-26.94,1.52,-208.29,13.61,2.39,4.92,ALLCARGO,https://www.screener.in/company/ALLCARGO/consolidated/
Allcargo Termi,543954,ATL,Miscellaneous,49.2,27.2,1208.12,1.02,9.55,2.83,189.64,4.95,12.22,1.76,1.63,3.46,1.82,95.68,11.88,5.08,14.14,ATL,https://www.screener.in/company/ATL/consolidated/
Alliance Integ.,534064,,Steel - Medium / Small,23.8,,939.98,0.0,-18.96,53.42,24.17,84.64,,,13.91,15.23,1.62,-59.46,93.83,,194.4,534064.0,https://www.screener.in/company/534064/consolidated/
Allied Blenders,544203,ABDL,Breweries & Distilleries,285.85,3152.03,8006.15,0.0,-2.41,-88.28,767.57,-0.43,15.62,2.05,2.41,5.76,0.07,74.06,35.29,,41.68,ABDL,https://www.screener.in/company/ABDL/consolidated/
Allied Digital,532875,ADSL,Computers - Software - Medium / Small,203.6,23.67,1128.71,0.74,10.41,21.19,179.13,5.99,10.48,0.1,1.62,3.07,8.63,92.18,12.12,1.94,28.85,ADSL,https://www.screener.in/company/ADSL/consolidated/
Allsec Tech.,532633,ALLSEC,Computers - Software - Medium / Small,1003.45,22.94,1527.66,4.48,31.95,16.55,129.32,20.29,30.54,0.18,3.11,19.86,52.62,78.59,11.48,6.23,26.69,ALLSEC,https://www.screener.in/company/ALLSEC/consolidated/
Almondz Global,531400,ALMONDZ,Finance & Investments,34.7,30.38,581.17,0.0,6.0,48.88,45.41,70.52,10.05,0.11,5.0,52.51,2.12,56.63,21.7,2.54,-37.51,ALMONDZ,https://www.screener.in/company/ALMONDZ/consolidated/
Alok Industries,521070,ALOKINDS,Textiles - Processing,24.93,,12373.62,0.0,-206.87,8.52,1006.3,-28.88,-4.41,,2.43,-20.32,-1.67,512.92,477.03,,47.86,ALOKINDS,https://www.screener.in/company/ALOKINDS/consolidated/
Alpa Laboratorie,532878,ALPA,Pharmaceuticals - Indian - Formulations,94.0,11.84,198.67,0.0,3.55,-23.87,23.61,-19.03,14.32,0.03,1.83,17.14,7.98,-13.02,8.79,1.3,26.02,ALPA,https://www.screener.in/company/ALPA/consolidated/
Alpex Solar,,ALPEXSOLAR,Electric Equipment,693.95,74.98,1698.33,0.0,18.94,,199.84,,39.33,0.27,4.12,111.94,10.86,-24.79,44.66,12.97,-143.65,ALPEXSOLAR,https://www.screener.in/company/ALPEXSOLAR/consolidated/
Alphageo (India),526397,ALPHAGEO,Miscellaneous,459.0,169.92,291.49,1.74,4.07,884.13,51.89,267.49,4.25,0.0,2.95,49.61,0.6,-129.43,6.44,1.05,9.84,ALPHAGEO,https://www.screener.in/company/ALPHAGEO/consolidated/
Alphalogic Indu,543937,,Engineering,269.95,117.05,275.06,0.0,1.24,,27.81,,42.16,0.08,5.79,163.82,2.31,-93.51,79.05,14.42,-144.09,543937.0,https://www.screener.in/company/543937/consolidated/
Alphalogic Tech.,542770,,Computers - Software - Medium / Small,203.9,298.64,1234.02,0.0,1.18,-25.38,17.75,106.16,17.09,0.12,22.89,142.66,0.68,-36.64,159.04,31.06,-138.27,542770.0,https://www.screener.in/company/542770/consolidated/
Alpine Housing,526519,,Construction,131.35,65.95,227.52,0.0,1.2,-17.57,15.39,-16.18,6.39,0.21,3.95,20.72,1.98,166.88,33.78,2.87,11.47,526519.0,https://www.screener.in/company/526519/consolidated/
Alps Industries,530715,ALPSINDUS,Textiles - Products,3.31,,12.95,0.0,-13.95,22.71,0.0,-100.0,,,6.78,-89.35,-14.38,1565.54,315.08,,22.09,ALPSINDUS,https://www.screener.in/company/ALPSINDUS/consolidated/
Alstone Textiles,539277,,Trading,0.77,23.54,98.16,0.0,0.88,-77.44,0.0,,1.04,3.27,20.24,-6.19,0.03,135.97,143.43,0.64,25.5,539277.0,https://www.screener.in/company/539277/consolidated/
Alufluoride,524634,,Chemicals,472.0,20.35,369.13,0.42,5.49,31.97,45.71,24.08,26.23,0.28,2.24,21.01,23.2,104.48,10.63,4.27,63.67,524634.0,https://www.screener.in/company/524634/consolidated/
Aluwind,,ALUWIND,Construction,57.0,18.78,141.63,0.0,3.82,,42.07,,45.77,0.51,1.7,70.75,4.13,-33.18,12.7,,-5067.0,ALUWIND,https://www.screener.in/company/ALUWIND/consolidated/
Amal,506597,,Chemicals,343.9,88.57,425.16,0.0,0.45,116.98,20.51,22.01,6.62,0.34,4.74,33.58,3.88,133.51,24.11,6.08,-16.93,506597.0,https://www.screener.in/company/506597/consolidated/
Amalgamated Elec,501622,,Miscellaneous,49.47,,13.73,0.0,0.01,200.0,0.0,,,,1373.0,0.0,-0.29,37.5,-171.63,,,501622.0,https://www.screener.in/company/501622/consolidated/
Amanaya Ventures,543804,,Trading,19.0,71.0,7.1,0.0,0.03,,13.17,,2.62,0.0,0.23,177.82,0.27,-1338.46,39.75,1.42,-5.3,543804.0,https://www.screener.in/company/543804/consolidated/
Amara Raja Ener.,500008,ARE&M,Auto Ancillaries,1506.45,29.36,27588.11,0.66,244.55,23.11,3131.19,13.01,18.74,0.02,2.37,10.25,53.17,67.72,15.66,4.08,56.22,ARE&M,https://www.screener.in/company/ARE&M/consolidated/
Amarjothi Spg.,521097,,Textiles - Cotton/Blended,234.0,11.67,157.95,0.94,3.22,120.55,59.6,23.75,8.8,0.36,0.79,8.94,20.04,0.46,6.92,0.87,8.67,521097.0,https://www.screener.in/company/521097/consolidated/
Amarnath Sec.,538465,,Finance & Investments,47.46,74.95,14.24,0.0,0.06,50.0,0.1,0.0,6.41,0.14,34.73,7.89,0.63,65.52,51.03,3.32,3.63,538465.0,https://www.screener.in/company/538465/consolidated/
Amba Enterprises,539196,,Electric Equipment,219.5,45.04,277.9,0.14,1.7,-0.58,77.55,16.3,21.65,0.33,0.98,29.34,4.87,-70.98,30.53,7.78,533.15,539196.0,https://www.screener.in/company/539196/consolidated/
Ambalal Sarabhai,500009,,Trading,63.5,85.98,486.62,0.0,9.02,57.97,54.35,22.3,7.08,0.34,2.81,1.93,0.74,16.27,30.68,3.55,-33.68,500009.0,https://www.screener.in/company/500009/consolidated/
Ambani Orgochem,,AMBANIORGO,Chemicals,98.0,,69.18,0.0,2.93,,74.17,,2.18,1.06,0.51,3.51,4.31,-592.07,22.97,1.33,-5.54,AMBANIORGO,https://www.screener.in/company/AMBANIORGO/consolidated/
Ambar Protein,519471,,Solvent Extraction,140.85,25.71,80.99,0.0,-0.45,-2150.0,89.51,-0.54,12.92,1.02,0.24,-2.32,5.48,96.2,13.35,3.23,19.37,519471.0,https://www.screener.in/company/519471/consolidated/
